Verb,Tense,Form,Translation,Difficulty
elfogad,Future indefinite tense,fog elfogadni,None will accept,advanced
elfogad,Future indefinite tense,fogunk elfogadni,He accepts,advanced
elfogad,Future indefinite tense,fogtok elfogadni,He accepts,advanced
elfogad,Future indefinite tense,fognak elfogadni,He accepts,advanced
elfogad,Future definite tense,fogom elfogadni,He accepts,advanced
elfogad,Future definite tense,fogod elfogadni,He accepts,advanced
elfogad,Future definite tense,fogja elfogadni,He accepts,advanced
elfogad,Future definite tense,fogjuk elfogadni,He accepts,advanced
elfogad,Future definite tense,fogjátok elfogadni,He accepts,advanced
elfogad,Future definite tense,fogják elfogadni,He accepts,advanced
elfogad,Subjunctive present definite tense,elfogadjam,I accept,advanced
elfogad,Subjunctive present definite tense,elfogadd,You accept,advanced
elfogad,Subjunctive present definite tense,elfogadja,He accepts,advanced
elfogad,Subjunctive present definite tense,elfogadjuk,We accept,advanced
elfogad,Subjunctive present definite tense,elfogadjátok,You all accept,advanced
elfogad,Subjunctive present definite tense,elfogadják,They accept,advanced
elfogad,Subjunctive present indefinite tense,elfogadjak,I accept,advanced
elfogad,Subjunctive present indefinite tense,elfogadj,You accept,advanced
elfogad,Subjunctive present indefinite tense,elfogadjon,He accepts,advanced
elfogad,Subjunctive present indefinite tense,elfogadjunk,We accept,advanced
elfogad,Subjunctive present indefinite tense,elfogadjatok,You all accept,advanced
elfogad,Subjunctive present indefinite tense,elfogadjanak,They accept,advanced
elfogad,Conjugated infinitives,elfogadnom,I accept,advanced
elfogad,Conjugated infinitives,elfogadnod,You accept,advanced
elfogad,Conjugated infinitives,elfogadnia,He accepts,advanced
elfogad,Conjugated infinitives,elfogadnunk,We accept,advanced
elfogad,Conjugated infinitives,elfogadnotok,You all accept,advanced
elfogad,Conjugated infinitives,elfogadniuk,We accept,advanced
hozzáad,Present indefinite tense,hozzáadok,I add,beginner
hozzáad,Present indefinite tense,hozzáadsz,You add,beginner
hozzáad,Present indefinite tense,hozzáad,You add,beginner
hozzáad,Present indefinite tense,hozzáadunk,We add,beginner
hozzáad,Present indefinite tense,hozzáadtok,You all add,beginner
hozzáad,Present indefinite tense,hozzáadnak,They add,beginner
hozzáad,Present definite tense,hozzáadom,I add,beginner
hozzáad,Present definite tense,hozzáadod,You add,beginner
hozzáad,Present definite tense,hozzáadja,He adds,beginner
hozzáad,Present definite tense,hozzáadjuk,We add,beginner
hozzáad,Present definite tense,hozzáadjátok,You all add,beginner
hozzáad,Present definite tense,hozzáadják,They add,beginner
hozzáad,Past indefinite tense,hozzáadtam,I added,intermediate
hozzáad,Past indefinite tense,hozzáadtál,You added,intermediate
hozzáad,Past indefinite tense,hozzáadott,He added,intermediate
hozzáad,Past indefinite tense,hozzáadtunk,We added,intermediate
hozzáad,Past indefinite tense,hozzáadtatok,You all added,intermediate
hozzáad,Past indefinite tense,hozzáadtak,They added,intermediate
hozzáad,Past definite tense,hozzáadtam,I added,intermediate
hozzáad,Past definite tense,hozzáadtad,You added,intermediate
hozzáad,Past definite tense,hozzáadta,He added,intermediate
hozzáad,Past definite tense,hozzáadtuk,We added,intermediate
hozzáad,Past definite tense,hozzáadtátok,You all added,intermediate
hozzáad,Past definite tense,hozzáadták,He added,intermediate
hozzáad,Conditional present indefinite tense,hozzáadnék,I add,intermediate
hozzáad,Conditional present indefinite tense,hozzáadnál,You add,intermediate
hozzáad,Conditional present indefinite tense,hozzáadna,He adds,intermediate
hozzáad,Conditional present indefinite tense,hozzáadnánk,We add,intermediate
hozzáad,Conditional present indefinite tense,hozzáadnátok,You all add,intermediate
hozzáad,Conditional present indefinite tense,hozzáadnának,They add,intermediate
hozzáad,Conditional present definite tense,hozzáadnám,I add,intermediate
hozzáad,Conditional present definite tense,hozzáadnád,You add,intermediate
hozzáad,Conditional present definite tense,hozzáadná,He adds,intermediate
hozzáad,Conditional present definite tense,hozzáadnánk,We add,intermediate
hozzáad,Conditional present definite tense,hozzáadnátok,You all add,intermediate
hozzáad,Conditional present definite tense,hozzáadnák,He adds,intermediate
hozzáad,Conditional past indefinite tense,hozzáadtam volna,I would have add,intermediate
hozzáad,Conditional past indefinite tense,hozzáadtál volna,You would have add,intermediate
hozzáad,Conditional past indefinite tense,hozzáadott volna,He would have add,intermediate
hozzáad,Conditional past indefinite tense,hozzáadtunk volna,We would have add,intermediate
hozzáad,Conditional past indefinite tense,hozzáadtatok volna,You all would have add,intermediate
hozzáad,Conditional past indefinite tense,hozzáadtak volna,They would have add,intermediate
hozzáad,Conditional past definite tense,hozzáadtam volna,I would have add,intermediate
hozzáad,Conditional past definite tense,hozzáadtad volna,You would have add,intermediate
hozzáad,Conditional past definite tense,hozzáadta volna,He would have add,intermediate
hozzáad,Conditional past definite tense,hozzáadtuk volna,We would have add,intermediate
hozzáad,Conditional past definite tense,hozzáadtátok volna,You all would have add,intermediate
hozzáad,Conditional past definite tense,hozzáadták volna,None would have add,intermediate
hozzáad,Future indefinite tense,fogok hozzáadni,He adds,advanced
hozzáad,Future indefinite tense,fogsz hozzáadni,He adds,advanced
hozzáad,Future indefinite tense,fog hozzáadni,None will add,advanced
hozzáad,Future indefinite tense,fogunk hozzáadni,He adds,advanced
hozzáad,Future indefinite tense,fogtok hozzáadni,He adds,advanced
hozzáad,Future indefinite tense,fognak hozzáadni,He adds,advanced
hozzáad,Future definite tense,fogom hozzáadni,He adds,advanced
hozzáad,Future definite tense,fogod hozzáadni,He adds,advanced
hozzáad,Future definite tense,fogja hozzáadni,He adds,advanced
hozzáad,Future definite tense,fogjuk hozzáadni,He adds,advanced
hozzáad,Future definite tense,fogjátok hozzáadni,He adds,advanced
hozzáad,Future definite tense,fogják hozzáadni,He adds,advanced
hozzáad,Subjunctive present definite tense,hozzáadjam,I add,advanced
hozzáad,Subjunctive present definite tense,hozzáadd,You add,advanced
hozzáad,Subjunctive present definite tense,hozzáadja,He adds,advanced
hozzáad,Subjunctive present definite tense,hozzáadjuk,We add,advanced
hozzáad,Subjunctive present definite tense,hozzáadjátok,You all add,advanced
hozzáad,Subjunctive present definite tense,hozzáadják,They add,advanced
hozzáad,Subjunctive present indefinite tense,hozzáadjak,I add,advanced
hozzáad,Subjunctive present indefinite tense,hozzáadj,You add,advanced
hozzáad,Subjunctive present indefinite tense,hozzáadjon,He adds,advanced
hozzáad,Subjunctive present indefinite tense,hozzáadjunk,We add,advanced
hozzáad,Subjunctive present indefinite tense,hozzáadjatok,You all add,advanced
hozzáad,Subjunctive present indefinite tense,hozzáadjanak,They add,advanced
hozzáad,Conjugated infinitives,hozzáadnom,I add,advanced
hozzáad,Conjugated infinitives,hozzáadnod,You add,advanced
hozzáad,Conjugated infinitives,hozzáadnia,He adds,advanced
hozzáad,Conjugated infinitives,hozzáadnunk,We add,advanced
hozzáad,Conjugated infinitives,hozzáadnotok,You all add,advanced
hozzáad,Conjugated infinitives,hozzáadniuk,We add,advanced
megenged,Present indefinite tense,megengedek,He allows,beginner
megenged,Present indefinite tense,megengedsz,You allow,beginner
megenged,Present indefinite tense,megenged,You allow,beginner
megenged,Present indefinite tense,megengedünk,We allow,beginner
megenged,Present indefinite tense,megengedtek,You all allow,beginner
megenged,Present indefinite tense,megengednek,They allow,beginner
megenged,Present definite tense,megengedem,He allows,beginner
megenged,Present definite tense,megengeded,You allow,beginner
megenged,Present definite tense,megengedi,He allows,beginner
megenged,Present definite tense,megengedjük,We allow,beginner
megenged,Present definite tense,megengeditek,You all allow,beginner
megenged,Present definite tense,megengedik,They allow,beginner
megenged,Past indefinite tense,megengedtem,I allowed,intermediate
megenged,Past indefinite tense,megengedtél,You allowed,intermediate
megenged,Past indefinite tense,megengedett,He allowed,intermediate
megenged,Past indefinite tense,megengedtünk,We allowed,intermediate
megenged,Past indefinite tense,megengedtetek,They allowed,intermediate
megenged,Past indefinite tense,megengedtek,They allowed,intermediate
megenged,Past definite tense,megengedtem,I allowed,intermediate
megenged,Past definite tense,megengedted,You allowed,intermediate
megenged,Past definite tense,megengedte,He allowed,intermediate
megenged,Past definite tense,megengedtük,We allowed,intermediate
megenged,Past definite tense,megengedtétek,They allowed,intermediate
megenged,Past definite tense,megengedték,He allowed,intermediate
megenged,Conditional present indefinite tense,megengednék,I allow,intermediate
megenged,Conditional present indefinite tense,megengednél,You allow,intermediate
megenged,Conditional present indefinite tense,megengedne,He allows,intermediate
megenged,Conditional present indefinite tense,megengednénk,We allow,intermediate
megenged,Conditional present indefinite tense,megengednétek,You all allow,intermediate
megenged,Conditional present indefinite tense,megengednének,They allow,intermediate
megenged,Conditional present definite tense,megengedném,I allow,intermediate
megenged,Conditional present definite tense,megengednéd,You allow,intermediate
megenged,Conditional present definite tense,megengedné,He allows,intermediate
megenged,Conditional present definite tense,megengednénk,We allow,intermediate
megenged,Conditional present definite tense,megengednétek,You all allow,intermediate
megenged,Conditional present definite tense,megengednék,I allow,intermediate
megenged,Conditional past indefinite tense,megengedtem volna,I would have allow,intermediate
megenged,Conditional past indefinite tense,megengedtél volna,You would have allow,intermediate
megenged,Conditional past indefinite tense,megengedett volna,He would have allow,intermediate
megenged,Conditional past indefinite tense,megengedtünk volna,We would have allow,intermediate
megenged,Conditional past indefinite tense,megengedtetek volna,You all would have allow,intermediate
megenged,Conditional past indefinite tense,megengedtek volna,You all would have allow,intermediate
megenged,Conditional past definite tense,megengedtem volna,I would have allow,intermediate
megenged,Conditional past definite tense,megengedted volna,You would have allow,intermediate
megenged,Conditional past definite tense,megengedte volna,He would have allow,intermediate
megenged,Conditional past definite tense,megengedtük volna,We would have allow,intermediate
megenged,Conditional past definite tense,megengedtétek volna,You all would have allow,intermediate
megenged,Conditional past definite tense,megengedték volna,None would have allow,intermediate
megenged,Future indefinite tense,fogok megengedni,He allows,advanced
megenged,Future indefinite tense,fogsz megengedni,He allows,advanced
megenged,Future indefinite tense,fog megengedni,None will allow,advanced
megenged,Future indefinite tense,fogunk megengedni,He allows,advanced
megenged,Future indefinite tense,fogtok megengedni,He allows,advanced
megenged,Future indefinite tense,fognak megengedni,He allows,advanced
megenged,Future definite tense,fogom megengedni,He allows,advanced
megenged,Future definite tense,fogod megengedni,He allows,advanced
megenged,Future definite tense,fogja megengedni,He allows,advanced
megenged,Future definite tense,fogjuk megengedni,He allows,advanced
megenged,Future definite tense,fogjátok megengedni,He allows,advanced
megenged,Future definite tense,fogják megengedni,He allows,advanced
megenged,Subjunctive present definite tense,megengedjem,He allows,advanced
megenged,Subjunctive present definite tense,megengedd,You allow,advanced
megenged,Subjunctive present definite tense,megengedje,He allows,advanced
megenged,Subjunctive present definite tense,megengedjük,We allow,advanced
megenged,Subjunctive present definite tense,megengedjétek,You all allow,advanced
megenged,Subjunctive present definite tense,megengedjék,He allows,advanced
megenged,Subjunctive present indefinite tense,megengedjek,He allows,advanced
megenged,Subjunctive present indefinite tense,megengedj,You allow,advanced
megenged,Subjunctive present indefinite tense,megengedjen,He allows,advanced
megenged,Subjunctive present indefinite tense,megengedjünk,We allow,advanced
megenged,Subjunctive present indefinite tense,megengedjetek,You all allow,advanced
megenged,Subjunctive present indefinite tense,megengedjenek,They allow,advanced
megenged,Conjugated infinitives,megengednem,He allows,advanced
megenged,Conjugated infinitives,megengedned,You allow,advanced
megenged,Conjugated infinitives,megengednie,He allows,advanced
megenged,Conjugated infinitives,megengednünk,We allow,advanced
megenged,Conjugated infinitives,megengednetek,You all allow,advanced
megenged,Conjugated infinitives,megengedniük,We allow,advanced
válaszol,Present indefinite tense,válaszolok,I answer,beginner
válaszol,Present indefinite tense,válaszolsz,You answer,beginner
válaszol,Present indefinite tense,válaszol,He answers,beginner
válaszol,Present indefinite tense,válaszolunk,We answer,beginner
válaszol,Present indefinite tense,válaszoltok,You all answer,beginner
válaszol,Present indefinite tense,válaszolnak,They answer,beginner
válaszol,Present definite tense,válaszolom,I answer,beginner
válaszol,Present definite tense,válaszolod,You answer,beginner
válaszol,Present definite tense,válaszolja,He answers,beginner
válaszol,Present definite tense,válaszoljuk,We answer,beginner
válaszol,Present definite tense,válaszoljátok,You all answer,beginner
válaszol,Present definite tense,válaszolják,They answer,beginner
válaszol,Past indefinite tense,válaszoltam,I answered,intermediate
válaszol,Past indefinite tense,válaszoltál,You answered,intermediate
válaszol,Past indefinite tense,válaszolt,He answered,intermediate
válaszol,Past indefinite tense,válaszoltunk,We answered,intermediate
válaszol,Past indefinite tense,válaszoltatok,You all answered,intermediate
válaszol,Past indefinite tense,válaszoltak,They answered,intermediate
válaszol,Past definite tense,válaszoltam,I answered,intermediate
válaszol,Past definite tense,válaszoltad,You answered,intermediate
válaszol,Past definite tense,válaszolta,He answered,intermediate
válaszol,Past definite tense,válaszoltuk,We answered,intermediate
válaszol,Past definite tense,válaszoltátok,You all answered,intermediate
válaszol,Past definite tense,válaszolták,He answered,intermediate
válaszol,Conditional present indefinite tense,válaszolnék,I answer,intermediate
válaszol,Conditional present indefinite tense,válaszolnál,You answer,intermediate
válaszol,Conditional present indefinite tense,válaszolna,He answers,intermediate
válaszol,Conditional present indefinite tense,válaszolnánk,We answer,intermediate
válaszol,Conditional present indefinite tense,válaszolnátok,You all answer,intermediate
válaszol,Conditional present indefinite tense,válaszolnának,They answer,intermediate
válaszol,Conditional present definite tense,válaszolnám,I answer,intermediate
válaszol,Conditional present definite tense,válaszolnád,You answer,intermediate
válaszol,Conditional present definite tense,válaszolná,He answers,intermediate
válaszol,Conditional present definite tense,válaszolnánk,We answer,intermediate
válaszol,Conditional present definite tense,válaszolnátok,You all answer,intermediate
válaszol,Conditional present definite tense,válaszolnák,He answers,intermediate
válaszol,Conditional past indefinite tense,válaszoltam volna,I would have answer,intermediate
válaszol,Conditional past indefinite tense,válaszoltál volna,You would have answer,intermediate
válaszol,Conditional past indefinite tense,válaszolt volna,He would have answer,intermediate
válaszol,Conditional past indefinite tense,válaszoltunk volna,We would have answer,intermediate
válaszol,Conditional past indefinite tense,válaszoltatok volna,You all would have answer,intermediate
válaszol,Conditional past indefinite tense,válaszoltak volna,They would have answer,intermediate
válaszol,Conditional past definite tense,válaszoltam volna,I would have answer,intermediate
válaszol,Conditional past definite tense,válaszoltad volna,You would have answer,intermediate
válaszol,Conditional past definite tense,válaszolta volna,He would have answer,intermediate
válaszol,Conditional past definite tense,válaszoltuk volna,We would have answer,intermediate
válaszol,Conditional past definite tense,válaszoltátok volna,You all would have answer,intermediate
válaszol,Conditional past definite tense,válaszolták volna,None would have answer,intermediate
válaszol,Future indefinite tense,fogok válaszolni,He answers,advanced
válaszol,Future indefinite tense,fogsz válaszolni,He answers,advanced
válaszol,Future indefinite tense,fog válaszolni,None will answer,advanced
válaszol,Future indefinite tense,fogunk válaszolni,He answers,advanced
válaszol,Future indefinite tense,fogtok válaszolni,He answers,advanced
válaszol,Future indefinite tense,fognak válaszolni,He answers,advanced
válaszol,Future definite tense,fogom válaszolni,He answers,advanced
válaszol,Future definite tense,fogod válaszolni,He answers,advanced
válaszol,Future definite tense,fogja válaszolni,He answers,advanced
válaszol,Future definite tense,fogjuk válaszolni,He answers,advanced
válaszol,Future definite tense,fogjátok válaszolni,He answers,advanced
válaszol,Future definite tense,fogják válaszolni,He answers,advanced
válaszol,Subjunctive present definite tense,válaszoljam,I answer,advanced
válaszol,Subjunctive present definite tense,válaszold,You answer,advanced
válaszol,Subjunctive present definite tense,válaszolja,He answers,advanced
válaszol,Subjunctive present definite tense,válaszoljuk,We answer,advanced
válaszol,Subjunctive present definite tense,válaszoljátok,You all answer,advanced
válaszol,Subjunctive present definite tense,válaszolják,They answer,advanced
válaszol,Subjunctive present indefinite tense,válaszoljak,I answer,advanced
válaszol,Subjunctive present indefinite tense,válaszolj,You answer,advanced
válaszol,Subjunctive present indefinite tense,válaszoljon,He answers,advanced
válaszol,Subjunctive present indefinite tense,válaszoljunk,We answer,advanced
válaszol,Subjunctive present indefinite tense,válaszoljatok,You all answer,advanced
válaszol,Subjunctive present indefinite tense,válaszoljanak,They answer,advanced
válaszol,Conjugated infinitives,válaszolnom,I answer,advanced
válaszol,Conjugated infinitives,válaszolnod,You answer,advanced
válaszol,Conjugated infinitives,válaszolnia,He answers,advanced
válaszol,Conjugated infinitives,válaszolnunk,We answer,advanced
válaszol,Conjugated infinitives,válaszolnotok,You all answer,advanced
válaszol,Conjugated infinitives,válaszolniuk,We answer,advanced
kérdez,Present indefinite tense,kérdezek,He asks,beginner
kérdez,Present indefinite tense,kérdezel,You ask,beginner
kérdez,Present indefinite tense,kérdez,He asks,beginner
kérdez,Present indefinite tense,kérdezünk,We ask,beginner
kérdez,Present indefinite tense,kérdeztek,You all ask,beginner
kérdez,Present indefinite tense,kérdeznek,They ask,beginner
kérdez,Present definite tense,kérdezem,He asks,beginner
kérdez,Present definite tense,kérdezed,You ask,beginner
kérdez,Present definite tense,kérdezi,He asks,beginner
kérdez,Present definite tense,kérdezzük,We ask,beginner
kérdez,Present definite tense,kérdezitek,You all ask,beginner
kérdez,Present definite tense,kérdezik,They ask,beginner
kérdez,Past indefinite tense,kérdeztem,I asked,intermediate
kérdez,Past indefinite tense,kérdeztél,You asked,intermediate
kérdez,Past indefinite tense,kérdezett,He asked,intermediate
kérdez,Past indefinite tense,kérdeztünk,We asked,intermediate
kérdez,Past indefinite tense,kérdeztetek,They asked,intermediate
kérdez,Past indefinite tense,kérdeztek,They asked,intermediate
kérdez,Past definite tense,kérdeztem,I asked,intermediate
kérdez,Past definite tense,kérdezted,You asked,intermediate
kérdez,Past definite tense,kérdezte,He asked,intermediate
kérdez,Past definite tense,kérdeztük,We asked,intermediate
kérdez,Past definite tense,kérdeztétek,They asked,intermediate
kérdez,Past definite tense,kérdezték,He asked,intermediate
kérdez,Conditional present indefinite tense,kérdeznék,I ask,intermediate
kérdez,Conditional present indefinite tense,kérdeznél,You ask,intermediate
kérdez,Conditional present indefinite tense,kérdezne,He asks,intermediate
kérdez,Conditional present indefinite tense,kérdeznénk,We ask,intermediate
kérdez,Conditional present indefinite tense,kérdeznétek,You all ask,intermediate
kérdez,Conditional present indefinite tense,kérdeznének,They ask,intermediate
kérdez,Conditional present definite tense,kérdezném,I ask,intermediate
kérdez,Conditional present definite tense,kérdeznéd,You ask,intermediate
kérdez,Conditional present definite tense,kérdezné,He asks,intermediate
kérdez,Conditional present definite tense,kérdeznénk,We ask,intermediate
kérdez,Conditional present definite tense,kérdeznétek,You all ask,intermediate
kérdez,Conditional present definite tense,kérdeznék,I ask,intermediate
kérdez,Conditional past indefinite tense,kérdeztem volna,I would have ask,intermediate
kérdez,Conditional past indefinite tense,kérdeztél volna,You would have ask,intermediate
kérdez,Conditional past indefinite tense,kérdezett volna,He would have ask,intermediate
kérdez,Conditional past indefinite tense,kérdeztünk volna,We would have ask,intermediate
kérdez,Conditional past indefinite tense,kérdeztetek volna,You all would have ask,intermediate
kérdez,Conditional past indefinite tense,kérdeztek volna,You all would have ask,intermediate
kérdez,Conditional past definite tense,kérdeztem volna,I would have ask,intermediate
kérdez,Conditional past definite tense,kérdezted volna,You would have ask,intermediate
kérdez,Conditional past definite tense,kérdezte volna,He would have ask,intermediate
kérdez,Conditional past definite tense,kérdeztük volna,We would have ask,intermediate
kérdez,Conditional past definite tense,kérdeztétek volna,You all would have ask,intermediate
kérdez,Conditional past definite tense,kérdezték volna,None would have ask,intermediate
kérdez,Future indefinite tense,fogok kérdezni,He asks,advanced
kérdez,Future indefinite tense,fogsz kérdezni,He asks,advanced
kérdez,Future indefinite tense,fog kérdezni,None will ask,advanced
kérdez,Future indefinite tense,fogunk kérdezni,He asks,advanced
kérdez,Future indefinite tense,fogtok kérdezni,He asks,advanced
kérdez,Future indefinite tense,fognak kérdezni,He asks,advanced
kérdez,Future definite tense,fogom kérdezni,He asks,advanced
kérdez,Future definite tense,fogod kérdezni,He asks,advanced
kérdez,Future definite tense,fogja kérdezni,He asks,advanced
kérdez,Future definite tense,fogjuk kérdezni,He asks,advanced
kérdez,Future definite tense,fogjátok kérdezni,He asks,advanced
kérdez,Future definite tense,fogják kérdezni,He asks,advanced
kérdez,Subjunctive present definite tense,kérdezzem,He asks,advanced
kérdez,Subjunctive present definite tense,kérdezd,You ask,advanced
kérdez,Subjunctive present definite tense,kérdezze,He asks,advanced
kérdez,Subjunctive present definite tense,kérdezzük,We ask,advanced
kérdez,Subjunctive present definite tense,kérdezzétek,You all ask,advanced
kérdez,Subjunctive present definite tense,kérdezzék,He asks,advanced
kérdez,Subjunctive present indefinite tense,kérdezzek,He asks,advanced
kérdez,Subjunctive present indefinite tense,kérdezz,He asks,advanced
kérdez,Subjunctive present indefinite tense,kérdezzen,He asks,advanced
kérdez,Subjunctive present indefinite tense,kérdezzünk,We ask,advanced
kérdez,Subjunctive present indefinite tense,kérdezzetek,You all ask,advanced
kérdez,Subjunctive present indefinite tense,kérdezzenek,They ask,advanced
kérdez,Conjugated infinitives,kérdeznem,He asks,advanced
kérdez,Conjugated infinitives,kérdezned,You ask,advanced
kérdez,Conjugated infinitives,kérdeznie,He asks,advanced
kérdez,Conjugated infinitives,kérdeznünk,We ask,advanced
kérdez,Conjugated infinitives,kérdeznetek,You all ask,advanced
kérdez,Conjugated infinitives,kérdezniük,We ask,advanced
lesz,Present indefinite tense,leszek,He becomes,beginner
lesz,Present indefinite tense,leszel,You become,beginner
lesz,Present indefinite tense,lesz,You become,beginner
lesz,Present indefinite tense,leszünk,We become,beginner
lesz,Present indefinite tense,lesztek,You all become,beginner
lesz,Present indefinite tense,lesznek,They become,beginner
lesz,Past indefinite tense,lettem,I becomeed,intermediate
lesz,Past indefinite tense,lettél,You becomeed,intermediate
lesz,Past indefinite tense,lett,He becomeed,intermediate
lesz,Past indefinite tense,lettünk,We becomeed,intermediate
lesz,Past indefinite tense,lettetek,They becomeed,intermediate
lesz,Past indefinite tense,lettek,They becomeed,intermediate
lesz,Conditional present indefinite tense,lennék,I become,intermediate
lesz,Conditional present indefinite tense,lennél,You become,intermediate
lesz,Conditional present indefinite tense,lenne,He becomes,intermediate
lesz,Conditional present indefinite tense,lennénk,We become,intermediate
lesz,Conditional present indefinite tense,lennétek,You all become,intermediate
lesz,Conditional present indefinite tense,lennének,They become,intermediate
lesz,Conditional past indefinite tense,lettem volna,I would have become,intermediate
lesz,Conditional past indefinite tense,lettél volna,You would have become,intermediate
lesz,Conditional past indefinite tense,lett volna,He would have become,intermediate
lesz,Conditional past indefinite tense,lettünk volna,We would have become,intermediate
lesz,Conditional past indefinite tense,lettetek volna,You all would have become,intermediate
lesz,Conditional past indefinite tense,lettek volna,You all would have become,intermediate
lesz,Future indefinite tense,fogok lenni,He becomes,advanced
lesz,Future indefinite tense,fogsz lenni,He becomes,advanced
lesz,Future indefinite tense,fog lenni,None will become,advanced
lesz,Future indefinite tense,fogunk lenni,He becomes,advanced
lesz,Future indefinite tense,fogtok lenni,He becomes,advanced
lesz,Future indefinite tense,fognak lenni,He becomes,advanced
lesz,Subjunctive present indefinite tense,legyek,He becomes,advanced
lesz,Subjunctive present indefinite tense,légy,He becomes,advanced
lesz,Subjunctive present indefinite tense,legyen,He becomes,advanced
lesz,Subjunctive present indefinite tense,legyünk,We become,advanced
lesz,Subjunctive present indefinite tense,legyetek,You all become,advanced
lesz,Subjunctive present indefinite tense,legyenek,They become,advanced
lesz,Conjugated infinitives,lennem,He becomes,advanced
lesz,Conjugated infinitives,lenned,You become,advanced
lesz,Conjugated infinitives,lennie,He becomes,advanced
lesz,Conjugated infinitives,lennünk,We become,advanced
lesz,Conjugated infinitives,lennetek,You all become,advanced
lesz,Conjugated infinitives,lenniük,We become,advanced
hisz,Present indefinite tense,hiszek,He believes,beginner
hisz,Present indefinite tense,hiszel,You believe,beginner
hisz,Present indefinite tense,hisz,You believe,beginner
hisz,Present indefinite tense,hiszünk,We believe,beginner
hisz,Present indefinite tense,hisztek,You all believe,beginner
hisz,Present indefinite tense,hisznek,They believe,beginner
hisz,Present definite tense,hiszem,He believes,beginner
hisz,Present definite tense,hiszed,You believe,beginner
hisz,Present definite tense,hiszi,He believes,beginner
hisz,Present definite tense,hisszük,We believe,beginner
hisz,Present definite tense,hiszitek,You all believe,beginner
hisz,Present definite tense,hiszik,They believe,beginner
hisz,Past indefinite tense,hittem,I believeed,intermediate
hisz,Past indefinite tense,hittél,You believeed,intermediate
hisz,Past indefinite tense,hitt,He believeed,intermediate
hisz,Past indefinite tense,hittünk,We believeed,intermediate
hisz,Past indefinite tense,hittetek,They believeed,intermediate
hisz,Past indefinite tense,hittek,They believeed,intermediate
hisz,Past definite tense,hittem,I believeed,intermediate
hisz,Past definite tense,hitted,You believeed,intermediate
